subject_id	rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-7333005	1060.0	795.0	1957.0	1895.0	581.0	3701.0	6475.0	3863.0	884.0	5240.0	2759.0	3819.0	2246.0	3968.0	682.0	1707.0	1480.0	770.0	1657.0	1769.0	4350.0	1507.0	5901.0	5201.0	805.0	5003.0	7464.0	6705.0	4236.0	4016.0	301.0	636.0	358.0	2780.0	96568.8	1221867.0	1664237.227948
sub-1177160	744.0	653.0	1983.0	1986.0	342.0	2971.0	5800.0	3045.0	1005.0	5239.0	2279.0	3403.0	1979.0	3699.0	714.0	1533.0	1122.0	857.0	1400.0	1873.0	4548.0	1291.0	4984.0	4268.0	548.0	5090.0	7021.0	6730.0	4202.0	3363.0	289.0	602.0	352.0	2236.0	88153.0	1135375.0	1530173.748793
sub-4060823	728.0	634.0	2901.0	1676.0	359.0	3467.0	4943.0	3143.0	777.0	5451.0	2665.0	3302.0	2111.0	3417.0	708.0	1703.0	1416.0	1008.0	1732.0	1611.0	3952.0	1244.0	4984.0	4217.0	650.0	5663.0	7003.0	5350.0	4020.0	4615.0	357.0	548.0	325.0	2615.0	89295.5	1155264.0	1541521.791743
sub-1023964	904.0	568.0	2362.0	1384.0	490.0	3752.0	4395.0	4108.0	986.0	5747.0	2411.0	3054.0	1795.0	3569.0	649.0	1596.0	1458.0	810.0	1825.0	1128.0	4275.0	1139.0	5251.0	3995.0	693.0	6500.0	7370.0	5280.0	4303.0	4515.0	358.0	584.0	403.0	2568.0	90224.8	1150402.0	1524869.286237
sub-2741068	1058.0	786.0	3383.0	1905.0	444.0	3534.0	5859.0	3742.0	1181.0	5531.0	2451.0	4375.0	2030.0	4295.0	548.0	1411.0	2153.0	937.0	1797.0	2074.0	3060.0	1398.0	4209.0	5238.0	645.0	7979.0	9960.0	5377.0	4188.0	3550.0	337.0	529.0	504.0	2482.0	98951.4	1232242.0	1658155.072914
sub-2983819	925.0	584.0	2284.0	1501.0	408.0	2860.0	6088.0	3216.0	1025.0	5073.0	2445.0	3337.0	2076.0	3793.0	751.0	1240.0	1810.0	890.0	1932.0	1442.0	3910.0	1204.0	4711.0	3488.0	327.0	5844.0	5994.0	5039.0	3891.0	3603.0	362.0	504.0	358.0	2360.0	85277.0	1125460.0	1520578.234291
sub-6953386	1318.0	1066.0	2176.0	1693.0	706.0	4197.0	7614.0	4483.0	1036.0	5738.0	3285.0	3228.0	2688.0	4487.0	942.0	1441.0	1396.0	1067.0	1617.0	1418.0	4800.0	1509.0	5807.0	5033.0	774.0	8344.0	8883.0	6553.0	4557.0	5847.0	403.0	688.0	457.0	2832.0	108085.0	1306108.0	1745027.071629
sub-0021029	732.0	867.0	3502.0	2080.0	395.0	3348.0	5173.0	3293.0	871.0	6877.0	2681.0	4342.0	2374.0	3728.0	661.0	1621.0	2309.0	882.0	1466.0	2328.0	4031.0	1177.0	5230.0	4173.0	801.0	8145.0	10822.0	4431.0	4113.0	3515.0	409.0	558.0	475.0	2426.0	99836.7	1205309.0	1610385.680667
sub-1771270	754.0	756.0	1657.0	1820.0	470.0	3224.0	5376.0	3707.0	983.0	5272.0	2568.0	3505.0	1915.0	3893.0	616.0	1262.0	1141.0	905.0	1532.0	1848.0	3475.0	1048.0	4469.0	3501.0	646.0	7026.0	6682.0	5539.0	3650.0	2867.0	344.0	607.0	325.0	2280.0	85663.6	1076727.0	1415689.788946
sub-0021027	877.0	757.0	2264.0	1642.0	299.0	2786.0	5045.0	3004.0	998.0	4612.0	2480.0	3219.0	2094.0	3401.0	685.0	1717.0	1517.0	870.0	2024.0	1722.0	4259.0	1554.0	4568.0	4413.0	649.0	6231.0	7508.0	5469.0	4196.0	3984.0	364.0	492.0	489.0	2212.0	88400.3	1102722.0	1511795.546128
