subject_id	lh.aparc.volume	lh_bankssts_volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_frontalpole_volume	lh_temporalpole_volume	lh_transversetemporal_volume	lh_insula_volume	lh_BrainSegVolNotVent	eTIV
sub-7333005	3778.0	2655.0	7921.0	3066.0	2373.0	12127.0	16717.0	13344.0	2647.0	12477.0	10144.0	8676.0	6319.0	15481.0	2421.0	4093.0	5471.0	3256.0	4436.0	2312.0	12801.0	4004.0	15991.0	14277.0	3282.0	17477.0	28565.0	15768.0	16697.0	14677.0	1406.0	2902.0	1835.0	9123.0	1221867.0	1664237.227948
sub-1177160	2249.0	1614.0	9610.0	3658.0	1692.0	9190.0	17287.0	11961.0	3032.0	15234.0	9158.0	7031.0	6284.0	12549.0	2415.0	5050.0	4954.0	3724.0	4364.0	2004.0	11485.0	3566.0	13707.0	12329.0	2551.0	23575.0	26853.0	19364.0	15754.0	12379.0	1329.0	2929.0	1797.0	7463.0	1135375.0	1530173.748793
sub-4060823	2988.0	1896.0	8159.0	2952.0	1635.0	9147.0	12227.0	10204.0	3115.0	12315.0	8966.0	6723.0	5638.0	11698.0	2203.0	4017.0	5026.0	3225.0	5428.0	2017.0	11936.0	3390.0	16095.0	10966.0	2031.0	20210.0	25410.0	14753.0	13142.0	15400.0	1437.0	2319.0	1622.0	5944.0	1155264.0	1541521.791743
sub-1023964	3056.0	1488.0	7439.0	3420.0	2151.0	11344.0	14961.0	13538.0	3280.0	15015.0	8807.0	8528.0	4834.0	13752.0	1424.0	4075.0	5908.0	2864.0	4926.0	1986.0	11174.0	3191.0	14041.0	13790.0	2100.0	21872.0	29788.0	16978.0	16123.0	14229.0	1427.0	2111.0	1495.0	6319.0	1150402.0	1524869.286237
sub-2741068	2796.0	1291.0	8513.0	4653.0	1659.0	13215.0	15130.0	15163.0	3264.0	16051.0	9852.0	10630.0	5821.0	15223.0	1680.0	4385.0	5616.0	3597.0	5475.0	3745.0	12263.0	3350.0	14974.0	14930.0	1684.0	19864.0	32214.0	19422.0	14342.0	18090.0	1570.0	2103.0	1758.0	6075.0	1232242.0	1658155.072914
sub-2983819	2647.0	1389.0	6325.0	3393.0	1807.0	9268.0	15784.0	12774.0	2929.0	15348.0	8669.0	7398.0	5276.0	14736.0	2503.0	3193.0	6564.0	2995.0	5876.0	1767.0	9634.0	3157.0	13768.0	10048.0	1648.0	19034.0	23748.0	15525.0	16174.0	12491.0	1900.0	2527.0	1272.0	6835.0	1125460.0	1520578.234291
sub-6953386	3685.0	3102.0	7791.0	2771.0	2116.0	13318.0	18068.0	13510.0	3701.0	13338.0	10415.0	7321.0	7399.0	15547.0	2511.0	4156.0	6469.0	3065.0	5285.0	1867.0	13816.0	4364.0	18305.0	13997.0	4139.0	18725.0	24623.0	17466.0	15563.0	18868.0	1392.0	2915.0	2128.0	8889.0	1306108.0	1745027.071629
sub-0021029	2787.0	1570.0	7141.0	5174.0	1856.0	11540.0	14057.0	10394.0	4587.0	17560.0	9053.0	9149.0	5405.0	11902.0	1924.0	3994.0	6611.0	3625.0	5193.0	3377.0	13371.0	3238.0	14347.0	14528.0	2304.0	21271.0	29702.0	16512.0	15493.0	13729.0	1579.0	2259.0	1852.0	7557.0	1205309.0	1610385.680667
sub-1771270	2250.0	2112.0	4619.0	3251.0	1735.0	9404.0	11002.0	11821.0	2782.0	13585.0	8781.0	5935.0	5155.0	12378.0	2022.0	3362.0	3707.0	3520.0	3949.0	2079.0	10737.0	3336.0	13744.0	9480.0	3304.0	21119.0	24892.0	12243.0	14242.0	10422.0	1363.0	1948.0	1393.0	6945.0	1076727.0	1415689.788946
sub-0021027	1993.0	1520.0	5109.0	3362.0	1103.0	9682.0	13660.0	9046.0	3578.0	13486.0	8823.0	7560.0	6166.0	11141.0	2108.0	4124.0	5612.0	3184.0	7080.0	2444.0	10313.0	2899.0	12570.0	12113.0	2058.0	22494.0	27234.0	16914.0	14820.0	14486.0	1324.0	1499.0	1733.0	6214.0	1102722.0	1511795.546128
